/home/rohit21122012/dcase2016/local/lib/python2.7/site-packages/librosa/core/audio.py:33: UserWarning: Could not import scikits.samplerate. Falling back to scipy.signal
  warnings.warn('Could not import scikits.samplerate. '
/home/rohit21122012/dcase2016/local/lib/python2.7/site-packages/matplotlib/font_manager.py:273: UserWarning: Matplotlib is building the font cache using fc-list. This may take a moment.
  warnings.warn('Matplotlib is building the font cache using fc-list. This may take a moment.')
[01:20:12] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1722 extra nodes, 0 pruned nodes, max_depth=25
[01:53:57] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3276 extra nodes, 0 pruned nodes, max_depth=32
[01:54:25] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2020 extra nodes, 0 pruned nodes, max_depth=29
[01:55:02] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2772 extra nodes, 0 pruned nodes, max_depth=41
[01:55:45] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3842 extra nodes, 0 pruned nodes, max_depth=32
[01:56:27] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3630 extra nodes, 0 pruned nodes, max_depth=37
[01:56:57] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2972 extra nodes, 0 pruned nodes, max_depth=26
[01:57:37] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3014 extra nodes, 0 pruned nodes, max_depth=41
[01:57:56] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1482 extra nodes, 0 pruned nodes, max_depth=21
[01:58:23] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1720 extra nodes, 0 pruned nodes, max_depth=39
[01:58:42] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1470 extra nodes, 0 pruned nodes, max_depth=24
[01:59:11] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3002 extra nodes, 0 pruned nodes, max_depth=26
[01:59:36] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1804 extra nodes, 0 pruned nodes, max_depth=27
[02:00:10] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2544 extra nodes, 0 pruned nodes, max_depth=33
[02:00:48] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3552 extra nodes, 0 pruned nodes, max_depth=37
[02:01:33] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3352 extra nodes, 0 pruned nodes, max_depth=39
[02:02:02] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2718 extra nodes, 0 pruned nodes, max_depth=28
[02:02:42] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2816 extra nodes, 0 pruned nodes, max_depth=41
[02:02:59] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1384 extra nodes, 0 pruned nodes, max_depth=20
[02:03:23] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1528 extra nodes, 0 pruned nodes, max_depth=45
[02:03:40] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1360 extra nodes, 0 pruned nodes, max_depth=21
[02:04:11] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2838 extra nodes, 0 pruned nodes, max_depth=25
[02:04:34] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1640 extra nodes, 0 pruned nodes, max_depth=24
[02:05:07] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2428 extra nodes, 0 pruned nodes, max_depth=36
[02:05:40] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3218 extra nodes, 0 pruned nodes, max_depth=31
[02:06:15] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3100 extra nodes, 0 pruned nodes, max_depth=35
[02:06:43] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2556 extra nodes, 0 pruned nodes, max_depth=25
[02:07:18] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2634 extra nodes, 0 pruned nodes, max_depth=34
[02:07:37] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1250 extra nodes, 0 pruned nodes, max_depth=27
[02:08:03] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1434 extra nodes, 0 pruned nodes, max_depth=39
[02:08:23] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1300 extra nodes, 0 pruned nodes, max_depth=21
[02:08:55] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2480 extra nodes, 0 pruned nodes, max_depth=27
[02:09:18] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1618 extra nodes, 0 pruned nodes, max_depth=29
[02:09:50] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2236 extra nodes, 0 pruned nodes, max_depth=33
[02:10:26] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3044 extra nodes, 0 pruned nodes, max_depth=35
[02:11:08] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2836 extra nodes, 0 pruned nodes, max_depth=50
[02:11:35] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2270 extra nodes, 0 pruned nodes, max_depth=29
[02:12:08] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2378 extra nodes, 0 pruned nodes, max_depth=31
[02:12:27] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1102 extra nodes, 0 pruned nodes, max_depth=22
[02:12:51] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1218 extra nodes, 0 pruned nodes, max_depth=41
[02:13:08] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1178 extra nodes, 0 pruned nodes, max_depth=18
[02:13:41] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2410 extra nodes, 0 pruned nodes, max_depth=31
[02:14:02] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1466 extra nodes, 0 pruned nodes, max_depth=26
[02:14:33] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2100 extra nodes, 0 pruned nodes, max_depth=31
[02:15:03] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2714 extra nodes, 0 pruned nodes, max_depth=27
[02:15:41] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2618 extra nodes, 0 pruned nodes, max_depth=37
[02:16:06] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2140 extra nodes, 0 pruned nodes, max_depth=23
[02:16:33] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2184 extra nodes, 0 pruned nodes, max_depth=33
[02:16:48] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1026 extra nodes, 0 pruned nodes, max_depth=21
[02:17:09] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1104 extra nodes, 0 pruned nodes, max_depth=29
[02:17:27] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1076 extra nodes, 0 pruned nodes, max_depth=18
[02:17:58] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2132 extra nodes, 0 pruned nodes, max_depth=26
[02:18:22] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1348 extra nodes, 0 pruned nodes, max_depth=26
[02:18:51] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1826 extra nodes, 0 pruned nodes, max_depth=32
[02:19:23] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2514 extra nodes, 0 pruned nodes, max_depth=31
[02:19:54] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2406 extra nodes, 0 pruned nodes, max_depth=29
[02:20:16] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1962 extra nodes, 0 pruned nodes, max_depth=24
[02:20:45] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1988 extra nodes, 0 pruned nodes, max_depth=33
[02:21:00] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 952 extra nodes, 0 pruned nodes, max_depth=19
[02:21:20] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1060 extra nodes, 0 pruned nodes, max_depth=35
[02:21:34] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 950 extra nodes, 0 pruned nodes, max_depth=19
[02:22:01] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2056 extra nodes, 0 pruned nodes, max_depth=27
[02:22:21] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1270 extra nodes, 0 pruned nodes, max_depth=23
[02:22:49] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1754 extra nodes, 0 pruned nodes, max_depth=33
[02:23:18] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2286 extra nodes, 0 pruned nodes, max_depth=26
[02:23:51] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2218 extra nodes, 0 pruned nodes, max_depth=38
[02:24:14] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1808 extra nodes, 0 pruned nodes, max_depth=24
[02:24:42] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1740 extra nodes, 0 pruned nodes, max_depth=34
[02:24:56] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 866 extra nodes, 0 pruned nodes, max_depth=18
[02:25:15] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 996 extra nodes, 0 pruned nodes, max_depth=30
[02:25:30] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 902 extra nodes, 0 pruned nodes, max_depth=20
[02:25:59] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1832 extra nodes, 0 pruned nodes, max_depth=27
[02:26:19] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1128 extra nodes, 0 pruned nodes, max_depth=24
[02:26:44] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1578 extra nodes, 0 pruned nodes, max_depth=30
[02:27:15] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2092 extra nodes, 0 pruned nodes, max_depth=35
[02:27:46] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2046 extra nodes, 0 pruned nodes, max_depth=29
[02:28:10] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1630 extra nodes, 0 pruned nodes, max_depth=24
[02:28:37] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1624 extra nodes, 0 pruned nodes, max_depth=35
[02:28:50] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 784 extra nodes, 0 pruned nodes, max_depth=17
[02:29:10] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 866 extra nodes, 0 pruned nodes, max_depth=34
[02:29:24] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 796 extra nodes, 0 pruned nodes, max_depth=17
[02:29:51] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1666 extra nodes, 0 pruned nodes, max_depth=29
[02:30:11] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1026 extra nodes, 0 pruned nodes, max_depth=22
[02:30:33] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1456 extra nodes, 0 pruned nodes, max_depth=27
[02:31:04] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1900 extra nodes, 0 pruned nodes, max_depth=31
[02:31:35] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1852 extra nodes, 0 pruned nodes, max_depth=36
[02:31:55] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1488 extra nodes, 0 pruned nodes, max_depth=22
[02:32:16] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1424 extra nodes, 0 pruned nodes, max_depth=29
[02:32:29] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 746 extra nodes, 0 pruned nodes, max_depth=17
[02:32:45] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 782 extra nodes, 0 pruned nodes, max_depth=26
[02:32:59] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 718 extra nodes, 0 pruned nodes, max_depth=15
[02:33:26] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1578 extra nodes, 0 pruned nodes, max_depth=24
[02:33:44] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 972 extra nodes, 0 pruned nodes, max_depth=22
[02:34:07] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1296 extra nodes, 0 pruned nodes, max_depth=28
[02:34:34] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1736 extra nodes, 0 pruned nodes, max_depth=27
[02:35:02] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1686 extra nodes, 0 pruned nodes, max_depth=30
[02:35:22] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1378 extra nodes, 0 pruned nodes, max_depth=25
[02:35:45] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1374 extra nodes, 0 pruned nodes, max_depth=34
[02:35:56] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 676 extra nodes, 0 pruned nodes, max_depth=17
[02:36:09] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 728 extra nodes, 0 pruned nodes, max_depth=27
[02:36:20] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 672 extra nodes, 0 pruned nodes, max_depth=17
[02:36:39] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1374 extra nodes, 0 pruned nodes, max_depth=25
[02:36:53] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 900 extra nodes, 0 pruned nodes, max_depth=20
[02:37:13] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1206 extra nodes, 0 pruned nodes, max_depth=27
[02:37:35] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1622 extra nodes, 0 pruned nodes, max_depth=25
[02:38:01] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1572 extra nodes, 0 pruned nodes, max_depth=34
[02:38:17] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1210 extra nodes, 0 pruned nodes, max_depth=21
[02:38:40] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1246 extra nodes, 0 pruned nodes, max_depth=29
[02:38:52] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 626 extra nodes, 0 pruned nodes, max_depth=16
[02:39:06] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 638 extra nodes, 0 pruned nodes, max_depth=25
[02:39:18] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 624 extra nodes, 0 pruned nodes, max_depth=17
[02:39:40] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1284 extra nodes, 0 pruned nodes, max_depth=27
[02:39:56] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 836 extra nodes, 0 pruned nodes, max_depth=22
[02:40:15] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1102 extra nodes, 0 pruned nodes, max_depth=27
[02:40:35] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1488 extra nodes, 0 pruned nodes, max_depth=22
[02:41:00] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1406 extra nodes, 0 pruned nodes, max_depth=29
[02:41:18] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1168 extra nodes, 0 pruned nodes, max_depth=22
[02:41:38] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1154 extra nodes, 0 pruned nodes, max_depth=29
[02:41:49] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 560 extra nodes, 0 pruned nodes, max_depth=16
[02:42:02] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 590 extra nodes, 0 pruned nodes, max_depth=24
[02:42:14] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 568 extra nodes, 0 pruned nodes, max_depth=19
[02:42:33] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1172 extra nodes, 0 pruned nodes, max_depth=24
[02:42:46] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 754 extra nodes, 0 pruned nodes, max_depth=23
[02:43:02] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1040 extra nodes, 0 pruned nodes, max_depth=23
[02:43:21] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1372 extra nodes, 0 pruned nodes, max_depth=24
[02:43:43] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1346 extra nodes, 0 pruned nodes, max_depth=31
[02:43:57] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1004 extra nodes, 0 pruned nodes, max_depth=20
[02:44:15] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 996 extra nodes, 0 pruned nodes, max_depth=33
[02:44:24] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 496 extra nodes, 0 pruned nodes, max_depth=17
[02:44:35] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 514 extra nodes, 0 pruned nodes, max_depth=22
[02:44:46] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 528 extra nodes, 0 pruned nodes, max_depth=17
[02:45:04] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1110 extra nodes, 0 pruned nodes, max_depth=27
[02:45:18] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 676 extra nodes, 0 pruned nodes, max_depth=26
[02:45:34] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 914 extra nodes, 0 pruned nodes, max_depth=27
[02:45:52] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1256 extra nodes, 0 pruned nodes, max_depth=25
[02:46:11] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1194 extra nodes, 0 pruned nodes, max_depth=27
[02:46:26] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 956 extra nodes, 0 pruned nodes, max_depth=23
[02:46:45] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 976 extra nodes, 0 pruned nodes, max_depth=29
[02:47:06] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1720 extra nodes, 0 pruned nodes, max_depth=31
[02:47:25] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2128 extra nodes, 0 pruned nodes, max_depth=27
[02:47:50] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1634 extra nodes, 0 pruned nodes, max_depth=28
[02:48:26] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3892 extra nodes, 0 pruned nodes, max_depth=30
[02:48:49] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1858 extra nodes, 0 pruned nodes, max_depth=30
[02:49:21] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2686 extra nodes, 0 pruned nodes, max_depth=34
[02:49:57] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 4066 extra nodes, 0 pruned nodes, max_depth=34
[02:50:31] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3808 extra nodes, 0 pruned nodes, max_depth=27
[02:51:03] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3036 extra nodes, 0 pruned nodes, max_depth=34
[02:51:32] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 3800 extra nodes, 0 pruned nodes, max_depth=35
[02:51:54] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1826 extra nodes, 0 pruned nodes, max_depth=29
[02:52:21] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 2116 extra nodes, 0 pruned nodes, max_depth=38
[02:52:44] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1816 extra nodes, 0 pruned nodes, max_depth=31
[02:53:25] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 4536 extra nodes, 0 pruned nodes, max_depth=34
[02:53:50] src/tree/updater_prune.cc:74: tree pruning end, 1 roots, 1998 extra nodes, 0 pruned nodes, max_depth=29
